timestamp,methane,air_quality,temperature,humidity,risk
2026-06-25 10:05:25,88,163,40,93,Safe
2026-06-25 10:05:30,738,506,20,53,High Risk
2026-06-25 10:05:35,573,443,20,34,High Risk
2026-06-25 10:05:40,445,455,20,59,Warning
2026-06-25 10:05:45,521,404,24,51,High Risk
2026-06-25 10:05:50,978,223,30,35,High Risk
2026-06-25 10:05:55,107,111,34,91,Safe
2026-06-25 10:06:00,310,354,30,67,Warning
2026-06-25 10:06:05,532,168,43,62,Warning
2026-06-25 10:06:10,814,506,24,61,Critical
2026-06-25 10:06:15,178,409,25,42,Warning
2026-06-25 10:06:20,866,216,35,53,High Risk
2026-06-25 10:06:25,488,188,38,86,Warning
2026-06-25 10:06:30,390,533,33,34,High Risk
2026-06-25 10:06:35,412,172,25,57,Safe
2026-06-25 10:06:40,270,404,21,68,Warning
2026-06-25 10:06:45,945,415,35,60,High Risk
2026-06-25 10:06:50,823,469,45,55,Critical
2026-06-25 10:06:55,114,353,39,58,Warning
2026-06-25 10:07:00,496,52,20,54,Safe
2026-06-25 10:07:05,974,425,29,52,High Risk
2026-06-25 10:07:10,422,310,41,80,Warning
2026-06-25 10:07:15,240,65,21,95,Safe
2026-06-25 10:07:20,270,340,22,60,Warning
2026-06-25 10:07:25,669,77,28,46,Warning
2026-06-25 10:07:30,52,468,41,53,Warning
2026-06-25 10:07:35,825,237,26,42,High Risk
2026-06-25 10:07:40,826,73,42,46,High Risk
2026-06-25 10:07:45,622,501,30,67,High Risk
2026-06-25 10:07:50,82,488,25,37,Warning
2026-06-25 10:07:55,189,257,32,95,Warning
2026-06-25 10:08:00,359,460,29,85,Warning
2026-06-25 10:08:05,716,178,21,75,Warning
2026-06-25 10:08:10,854,381,22,30,High Risk
2026-06-25 10:08:15,590,409,29,43,High Risk
2026-06-25 10:08:20,212,56,35,63,Safe
2026-06-25 10:08:25,626,86,27,71,Warning
2026-06-25 10:08:30,800,591,45,73,Critical
2026-06-25 10:08:35,361,525,37,62,High Risk
2026-06-25 10:08:40,315,133,34,57,Safe
2026-06-25 10:08:45,97,345,27,57,Safe
2026-06-25 10:08:50,739,386,38,45,High Risk
2026-06-25 10:08:55,185,446,32,71,Warning
2026-06-25 10:09:00,342,237,26,48,Warning
2026-06-25 10:09:05,629,188,36,82,Warning
2026-06-25 10:09:10,114,103,35,78,Safe
2026-06-25 10:09:15,729,310,21,41,Warning
2026-06-25 10:09:20,184,201,34,67,Safe
2026-06-25 10:09:25,580,83,23,74,Warning
2026-06-25 10:09:30,836,441,33,87,Critical
2026-06-25 10:09:35,182,419,36,50,Warning
2026-06-25 10:09:40,903,423,31,60,High Risk
2026-06-25 10:09:45,478,62,40,55,Safe
2026-06-25 10:09:50,277,328,28,84,Warning
2026-06-25 10:09:55,954,253,22,75,High Risk
2026-06-25 10:10:00,498,71,44,71,Warning
2026-06-25 10:10:05,620,244,30,79,Warning
2026-06-25 10:10:10,129,223,45,36,Warning
2026-06-25 10:10:15,119,108,35,57,Safe
2026-06-25 10:10:20,304,176,44,48,Warning
2026-06-25 10:10:25,261,390,21,45,Warning
2026-06-25 10:10:30,715,93,30,39,Warning
2026-06-25 10:10:35,657,427,32,95,High Risk
2026-06-25 10:10:40,311,559,39,52,High Risk
2026-06-25 10:10:45,687,272,36,49,Warning
2026-06-25 10:10:50,134,285,28,55,Safe
2026-06-25 10:10:55,940,599,35,42,Critical
2026-06-25 10:11:00,978,66,27,56,Warning
2026-06-25 10:11:05,119,495,39,43,Warning
2026-06-25 10:11:10,689,437,35,84,High Risk
2026-06-25 10:11:15,355,333,29,53,Warning
2026-06-25 10:11:20,297,150,24,77,Safe
2026-06-25 10:11:25,451,302,26,70,Warning
2026-06-25 10:11:30,414,512,31,54,High Risk
2026-06-25 10:11:35,850,176,38,76,Warning
2026-06-25 10:11:40,370,308,38,59,Warning
2026-06-25 10:11:45,946,180,26,35,Warning
2026-06-25 10:11:50,766,82,41,54,High Risk
2026-06-25 10:11:55,364,597,39,47,High Risk
2026-06-25 10:12:00,371,284,36,44,Warning
2026-06-25 10:12:05,901,393,30,39,High Risk
2026-06-25 10:12:10,698,468,25,38,High Risk
2026-06-25 10:12:15,971,88,35,91,High Risk
2026-06-25 10:12:20,876,95,35,59,Warning
2026-06-25 10:12:25,826,364,33,92,Critical
2026-06-25 10:12:30,506,114,23,32,Warning
2026-06-25 10:12:35,77,442,44,30,Warning
2026-06-25 10:12:40,148,436,27,48,Warning
2026-06-25 10:12:45,431,414,39,55,Warning
2026-06-25 10:12:50,581,357,38,89,High Risk
2026-06-25 10:12:55,805,278,33,75,High Risk
2026-06-25 10:13:00,308,500,21,80,Warning
2026-06-25 10:13:05,780,207,21,68,High Risk
2026-06-25 10:13:10,639,137,33,49,Warning
2026-06-25 10:13:15,417,600,30,83,High Risk
2026-06-25 10:13:20,469,452,20,36,Warning
2026-06-25 10:13:25,855,454,44,88,Critical
2026-06-25 10:13:30,829,81,44,32,High Risk
2026-06-25 10:13:35,1000,379,29,52,High Risk
2026-06-25 10:13:40,84,187,45,38,Safe
2026-06-25 10:13:45,397,224,34,55,Warning
2026-06-25 10:13:50,770,373,30,30,High Risk
2026-06-25 10:13:55,689,223,40,37,Warning
2026-06-25 10:14:00,882,408,30,45,High Risk
2026-06-25 10:14:05,518,67,26,48,Warning
2026-06-25 10:14:10,250,432,34,95,Warning
2026-06-25 10:14:15,979,219,25,74,High Risk
2026-06-25 10:14:20,591,515,38,32,High Risk
2026-06-25 10:14:25,895,428,26,46,High Risk
2026-06-25 10:14:30,476,58,25,79,Safe
2026-06-25 10:14:35,873,342,22,70,High Risk
2026-06-25 10:14:40,672,441,35,88,High Risk
2026-06-25 10:14:45,337,383,37,47,Warning
2026-06-25 10:14:50,118,286,30,65,Safe
2026-06-25 10:14:55,761,318,36,87,High Risk
2026-06-25 10:15:00,76,371,36,84,Warning
2026-06-25 10:15:05,834,110,43,83,High Risk
2026-06-25 10:15:10,342,521,43,40,High Risk
2026-06-25 10:15:15,482,513,27,75,High Risk
2026-06-25 10:15:20,954,83,21,84,Warning
2026-06-25 10:15:25,633,349,43,54,High Risk
2026-06-25 10:15:30,168,201,21,58,Safe
2026-06-25 10:15:35,323,176,31,42,Safe
2026-06-25 10:15:40,998,169,42,91,High Risk
2026-06-25 10:15:45,671,289,37,68,Warning
2026-06-25 10:15:50,730,489,43,30,High Risk
2026-06-25 10:15:55,442,511,34,91,High Risk
2026-06-25 10:16:00,457,112,20,80,Safe
2026-06-25 10:16:05,54,435,24,94,Warning
2026-06-25 10:16:10,568,384,38,46,High Risk
2026-06-25 10:16:15,759,242,44,34,High Risk
2026-06-25 10:16:20,378,117,34,74,Safe
2026-06-25 10:16:25,829,210,42,87,Critical
2026-06-25 10:16:30,475,94,22,69,Safe
2026-06-25 10:16:35,755,476,41,33,Critical
2026-06-25 10:16:40,960,425,37,57,High Risk
2026-06-25 10:16:45,958,446,36,43,High Risk
2026-06-25 10:16:50,362,143,39,51,Safe
2026-06-25 10:16:55,943,51,37,76,Warning
2026-06-25 10:17:00,240,143,32,90,Safe
2026-06-25 10:17:05,650,506,21,70,High Risk
2026-06-25 10:17:10,485,347,26,51,Warning
2026-06-25 10:17:15,977,425,20,74,High Risk
2026-06-25 10:17:20,417,458,22,76,Warning
2026-06-25 10:17:25,939,502,32,45,Critical
2026-06-25 10:17:30,758,292,25,41,High Risk
2026-06-25 10:17:35,60,395,43,68,Warning
2026-06-25 10:17:40,444,94,30,46,Safe
2026-06-25 10:17:45,946,521,32,89,Critical
2026-06-25 10:17:50,167,244,33,39,Safe
2026-06-25 10:17:55,208,218,35,62,Safe
2026-06-25 10:18:00,114,423,43,86,High Risk
2026-06-25 10:18:05,206,183,26,54,Safe
2026-06-25 10:18:10,779,511,30,78,Critical
2026-06-25 10:18:15,955,231,43,60,High Risk
2026-06-25 10:18:20,897,450,36,86,Critical
2026-06-25 10:18:25,988,491,27,53,High Risk
2026-06-25 10:18:30,289,284,33,87,Warning
2026-06-25 10:18:35,665,520,25,74,High Risk
2026-06-25 10:18:40,197,528,41,55,High Risk
2026-06-25 10:18:45,915,246,31,68,High Risk
2026-06-25 10:18:50,665,236,21,71,Warning
2026-06-25 10:18:55,941,215,33,83,High Risk
2026-06-25 10:19:00,809,462,32,36,High Risk
2026-06-25 10:19:05,63,544,22,69,Warning
2026-06-25 10:19:10,615,365,39,41,High Risk
2026-06-25 10:19:15,428,575,23,37,High Risk
2026-06-25 10:19:20,243,55,20,68,Safe
2026-06-25 10:19:25,132,528,30,64,Warning
2026-06-25 10:19:30,988,511,40,45,Critical
2026-06-25 10:19:35,238,363,21,88,Warning
2026-06-25 10:19:40,736,112,25,42,Warning
2026-06-25 10:19:45,511,229,39,49,Warning
2026-06-25 10:19:50,769,491,36,90,Critical
2026-06-25 10:19:55,104,292,45,76,Warning
2026-06-25 10:20:00,326,171,33,50,Safe
2026-06-25 10:20:05,884,58,45,83,High Risk
2026-06-25 10:20:10,520,592,21,35,High Risk
2026-06-25 10:20:15,663,333,21,34,Warning
2026-06-25 10:20:20,105,230,24,95,Warning
2026-06-25 10:20:25,223,221,38,67,Safe
2026-06-25 10:20:30,128,82,32,75,Safe
2026-06-25 10:20:35,742,228,23,42,Warning
2026-06-25 10:20:40,72,157,33,76,Safe
2026-06-25 10:20:45,85,117,20,69,Safe
2026-06-25 10:20:50,924,419,27,48,High Risk
2026-06-25 10:20:55,410,589,38,54,High Risk
2026-06-25 10:21:00,822,55,20,64,Warning
2026-06-25 10:21:05,751,118,39,50,Warning
2026-06-25 10:21:10,102,490,33,60,Warning
2026-06-25 10:21:15,862,243,22,68,High Risk
2026-06-25 10:21:20,543,352,34,50,High Risk
2026-06-25 10:21:25,908,403,26,88,Critical
2026-06-25 10:21:30,156,403,24,91,Warning
2026-06-25 10:21:35,533,280,43,74,High Risk
2026-06-25 10:21:40,61,183,24,52,Safe
2026-06-25 10:21:45,735,535,34,31,High Risk
2026-06-25 10:21:50,987,126,36,65,Warning
2026-06-25 10:21:55,831,157,27,51,Warning
2026-06-25 10:22:00,593,437,41,74,High Risk
2026-06-25 10:22:05,857,525,41,36,Critical
2026-06-25 10:22:10,460,468,27,95,High Risk
2026-06-25 10:22:15,103,526,28,57,Warning
2026-06-25 10:22:20,376,441,35,81,Warning
2026-06-25 10:22:25,163,490,41,66,Warning
2026-06-25 10:22:30,747,585,29,40,High Risk
2026-06-25 10:22:35,695,294,25,70,Warning
2026-06-25 10:22:40,960,423,31,61,High Risk
2026-06-25 10:22:45,131,580,24,31,Warning
2026-06-25 10:22:50,773,54,39,32,Warning
2026-06-25 10:22:55,379,455,22,89,High Risk
2026-06-25 10:23:00,458,292,40,94,Warning
2026-06-25 10:23:05,464,104,25,38,Safe
2026-06-25 10:23:10,771,335,35,32,High Risk
2026-06-25 10:23:15,751,484,22,79,High Risk
2026-06-25 10:23:20,926,296,34,51,High Risk
2026-06-25 10:23:25,61,175,26,42,Safe
2026-06-25 10:23:30,452,98,20,46,Safe
2026-06-25 10:23:35,64,474,36,44,Warning
2026-06-25 10:23:40,755,392,31,75,High Risk
2026-06-25 10:23:45,779,341,33,57,High Risk
2026-06-25 10:23:50,828,262,40,36,High Risk
2026-06-25 10:23:55,298,408,39,42,Warning
2026-06-25 10:24:00,481,216,20,83,Warning
2026-06-25 10:24:05,454,87,37,31,Safe
2026-06-25 10:24:10,406,215,33,85,Warning
2026-06-25 10:24:15,173,361,42,48,Warning
2026-06-25 10:24:20,505,410,23,79,High Risk
2026-06-25 10:24:25,608,558,38,84,High Risk
2026-06-25 10:24:30,547,475,22,69,High Risk
2026-06-25 10:24:35,397,480,20,68,Warning
2026-06-25 10:24:40,708,286,33,60,Warning
2026-06-25 10:24:45,113,423,45,93,High Risk
2026-06-25 10:24:50,146,559,35,50,Warning
2026-06-25 10:24:55,707,172,45,59,Warning
2026-06-25 10:25:00,639,352,22,85,High Risk
2026-06-25 10:25:05,254,169,25,61,Safe
2026-06-25 10:25:10,654,378,44,55,High Risk
2026-06-25 10:25:15,532,130,30,91,Warning
2026-06-25 10:25:20,517,591,37,49,High Risk
2026-06-25 10:25:25,194,299,35,61,Safe
2026-06-25 10:25:30,980,234,39,46,High Risk
2026-06-25 10:25:35,514,434,45,70,High Risk
2026-06-25 10:25:40,623,404,45,45,High Risk
2026-06-25 10:25:45,601,68,37,57,Warning
2026-06-25 10:25:50,267,112,38,33,Safe
2026-06-25 10:25:55,488,83,26,62,Safe
2026-06-25 10:26:00,575,479,44,34,High Risk
2026-06-25 10:26:05,961,382,26,45,High Risk
2026-06-25 10:26:10,172,223,35,51,Safe
2026-06-25 10:26:15,642,393,32,95,High Risk
2026-06-25 10:26:20,343,457,36,66,Warning
2026-06-25 10:26:25,496,360,31,90,High Risk
2026-06-25 10:26:30,508,192,30,52,Warning
2026-06-25 10:26:35,625,284,30,91,High Risk
2026-06-25 10:26:40,986,455,31,54,High Risk
2026-06-25 10:26:45,661,541,40,81,High Risk
2026-06-25 10:26:50,654,587,39,59,High Risk
2026-06-25 10:26:55,685,136,45,45,Warning
2026-06-25 10:27:00,178,287,40,81,Safe
2026-06-25 10:27:05,121,245,24,51,Safe
2026-06-25 10:27:10,113,344,44,79,Warning
2026-06-25 10:27:15,660,547,26,62,High Risk
2026-06-25 10:27:20,541,165,37,45,Warning
2026-06-25 10:27:25,713,303,41,88,High Risk
2026-06-25 10:27:30,715,440,44,30,High Risk
2026-06-25 10:27:35,331,343,23,86,Warning
2026-06-25 10:27:40,666,107,34,67,Warning
2026-06-25 10:27:45,371,229,23,78,Warning
2026-06-25 10:27:50,426,58,42,40,Warning
2026-06-25 10:27:55,509,529,24,48,High Risk
2026-06-25 10:28:00,93,163,26,61,Safe
2026-06-25 10:28:05,306,395,23,71,Warning
2026-06-25 10:28:10,785,566,22,90,Critical
2026-06-25 10:28:15,397,141,22,86,Warning
2026-06-25 10:28:20,354,369,41,90,High Risk
2026-06-25 10:28:25,336,593,23,89,High Risk
2026-06-25 10:28:30,364,286,42,34,Warning
2026-06-25 10:28:35,807,54,32,89,High Risk
2026-06-25 10:28:40,500,254,36,46,Warning
2026-06-25 10:28:45,551,475,38,63,High Risk
2026-06-25 10:28:50,454,495,26,42,Warning
2026-06-25 10:28:55,848,221,41,55,High Risk
2026-06-25 10:29:00,567,174,30,44,Warning
2026-06-25 10:29:05,558,107,38,40,Warning
2026-06-25 10:29:10,645,120,38,71,Warning
2026-06-25 10:29:15,274,168,42,30,Warning
2026-06-25 10:29:20,800,213,29,74,High Risk
2026-06-25 10:29:25,485,62,24,66,Safe
2026-06-25 10:29:30,141,273,31,30,Safe
2026-06-25 10:29:35,791,182,34,70,Warning
2026-06-25 10:29:40,145,573,28,49,Warning
2026-06-25 10:29:45,956,137,25,77,Warning
2026-06-25 10:29:50,135,418,42,51,Warning
2026-06-25 10:29:55,491,197,45,93,Warning
2026-06-25 10:30:00,64,366,41,88,High Risk
2026-06-25 10:30:05,411,286,27,93,Warning
2026-06-25 10:30:10,612,68,23,85,Warning
2026-06-25 10:30:15,486,323,28,69,Warning
2026-06-25 10:30:20,409,367,31,72,Warning
2026-06-25 10:30:25,307,206,43,40,Warning
2026-06-25 10:30:30,77,183,42,55,Safe
2026-06-25 10:30:35,674,589,40,90,Critical
2026-06-25 10:30:40,262,509,44,36,High Risk
2026-06-25 10:30:45,677,377,36,69,High Risk
2026-06-25 10:30:50,528,301,33,84,Warning
2026-06-25 10:30:55,914,64,40,73,Warning
2026-06-25 10:31:00,310,183,23,71,Safe
2026-06-25 10:31:05,331,181,45,64,Warning
2026-06-25 10:31:10,797,355,33,52,High Risk
2026-06-25 10:31:15,389,202,20,58,Warning
2026-06-25 10:31:20,788,255,41,56,High Risk
2026-06-25 10:31:25,949,81,43,87,High Risk
2026-06-25 10:31:30,738,177,39,32,Warning
2026-06-25 10:31:35,931,290,36,76,High Risk
2026-06-25 10:31:40,87,267,21,45,Safe
2026-06-25 10:31:45,823,323,42,34,High Risk
2026-06-25 10:31:50,695,169,20,35,Warning
2026-06-25 10:31:55,412,248,21,67,Warning
2026-06-25 10:32:00,253,180,42,32,Warning
2026-06-25 10:32:05,893,145,43,58,High Risk
2026-06-25 10:32:10,922,446,30,77,High Risk
2026-06-25 10:32:15,730,195,39,32,Warning
2026-06-25 10:32:20,956,269,35,74,High Risk
2026-06-25 10:32:25,660,597,43,38,Critical
2026-06-25 10:32:30,633,525,23,77,High Risk
2026-06-25 10:32:35,348,380,41,87,High Risk
2026-06-25 10:32:40,521,281,34,80,Warning
2026-06-25 10:32:45,83,251,37,38,Safe
2026-06-25 10:32:50,993,210,38,72,High Risk
2026-06-25 10:32:55,876,393,33,80,High Risk
2026-06-25 10:33:00,623,261,44,65,High Risk
2026-06-25 10:33:05,75,151,24,80,Safe
2026-06-25 10:33:10,307,154,35,80,Safe
2026-06-25 10:33:15,383,564,27,72,High Risk
2026-06-25 10:33:20,245,537,44,81,High Risk
2026-06-25 10:33:25,586,407,44,72,High Risk
2026-06-25 10:33:30,200,71,36,76,Safe
2026-06-25 10:33:35,692,218,36,35,Warning
2026-06-25 10:33:40,973,189,20,51,Warning
2026-06-25 10:33:45,354,368,25,62,Warning
2026-06-25 10:33:50,346,458,32,65,Warning
2026-06-25 10:33:55,842,540,40,59,Critical
2026-06-25 10:34:00,152,143,31,53,Safe
2026-06-25 10:34:05,75,285,30,32,Safe
2026-06-25 10:34:10,290,367,38,61,Warning
2026-06-25 10:34:15,973,415,35,50,High Risk
2026-06-25 10:34:20,752,433,37,60,High Risk
2026-06-25 10:34:25,498,255,20,56,Warning
2026-06-25 10:34:30,996,505,32,80,Critical
2026-06-25 10:34:35,899,586,36,87,Critical
2026-06-25 10:34:40,556,381,24,58,High Risk
2026-06-25 10:34:45,773,253,44,33,High Risk
2026-06-25 10:34:50,299,154,31,76,Safe
2026-06-25 10:34:55,892,482,25,80,High Risk
2026-06-25 10:35:00,298,116,42,63,Warning
2026-06-25 10:35:05,321,264,25,86,Warning
2026-06-25 10:35:10,566,218,27,60,Warning
2026-06-25 10:35:15,261,395,44,80,High Risk
2026-06-25 10:35:20,841,284,25,52,High Risk
2026-06-25 10:35:25,873,294,22,51,High Risk
2026-06-25 10:35:30,288,526,32,72,High Risk
2026-06-25 10:35:35,889,277,27,88,High Risk
2026-06-25 10:35:40,456,381,21,62,Warning
2026-06-25 10:35:45,467,226,42,42,Warning
2026-06-25 10:35:50,623,410,33,91,High Risk
2026-06-25 10:35:55,297,591,32,50,High Risk
2026-06-25 10:36:00,960,190,36,35,Warning
2026-06-25 10:36:05,512,515,30,59,High Risk
2026-06-25 10:36:10,446,458,36,36,Warning
2026-06-25 10:36:15,498,569,42,67,High Risk
2026-06-25 10:36:20,270,231,23,42,Warning
2026-06-25 10:36:25,316,112,36,57,Safe
2026-06-25 10:36:30,995,357,45,91,Critical
2026-06-25 10:36:35,469,546,39,34,High Risk
2026-06-25 10:36:40,337,174,30,82,Safe
2026-06-25 10:36:45,997,178,21,36,Warning
2026-06-25 10:36:50,571,529,42,43,Critical
2026-06-25 10:36:55,328,351,43,63,High Risk
2026-06-25 10:37:00,828,297,40,49,High Risk
2026-06-25 10:37:05,977,274,41,78,High Risk
2026-06-25 10:37:10,349,209,36,40,Warning
2026-06-25 10:37:15,450,180,43,46,Warning
2026-06-25 10:37:20,173,542,28,60,Warning
2026-06-25 10:37:25,358,455,23,78,Warning
2026-06-25 10:37:30,53,479,22,40,Warning
2026-06-25 10:37:35,704,322,38,46,Warning
2026-06-25 10:37:40,868,461,30,39,High Risk
2026-06-25 10:37:45,397,511,31,90,High Risk
2026-06-25 10:37:50,148,326,22,71,Safe
2026-06-25 10:37:55,896,282,35,61,High Risk
2026-06-25 10:38:00,935,322,23,66,High Risk
2026-06-25 10:38:05,332,190,28,41,Safe
2026-06-25 10:38:10,50,349,25,53,Safe
2026-06-25 10:38:15,967,180,37,67,Warning
2026-06-25 10:38:20,548,515,20,63,High Risk
2026-06-25 10:38:25,522,455,33,43,High Risk
2026-06-25 10:38:30,848,315,27,61,High Risk
2026-06-25 10:38:35,121,139,31,54,Safe
2026-06-25 10:38:40,863,477,28,49,High Risk
2026-06-25 10:38:45,239,491,25,86,Warning
2026-06-25 10:38:50,394,557,29,80,High Risk
2026-06-25 10:38:55,429,67,43,91,Warning
2026-06-25 10:39:00,158,190,41,36,Safe
2026-06-25 10:39:05,359,201,26,34,Warning
2026-06-25 10:39:10,647,540,45,93,Critical
2026-06-25 10:39:15,940,252,24,43,High Risk
2026-06-25 10:39:20,276,311,22,90,Warning
2026-06-25 10:39:25,74,272,27,42,Safe
2026-06-25 10:39:30,970,227,38,84,High Risk
2026-06-25 10:39:35,695,312,45,84,High Risk
2026-06-25 10:39:40,799,402,35,46,High Risk
2026-06-25 10:39:45,508,527,45,33,Critical
2026-06-25 10:39:50,871,122,24,83,Warning
2026-06-25 10:39:55,147,421,38,47,Warning
2026-06-25 10:40:00,742,119,30,31,Warning
2026-06-25 10:40:05,628,96,20,42,Warning
2026-06-25 10:40:10,473,168,43,33,Warning
2026-06-25 10:40:15,135,416,43,90,High Risk
2026-06-25 10:40:20,982,348,24,92,High Risk
2026-06-25 10:40:25,642,349,27,45,Warning
2026-06-25 10:40:30,178,91,37,63,Safe
2026-06-25 10:40:35,167,506,23,90,High Risk
2026-06-25 10:40:40,779,570,25,54,Critical
2026-06-25 10:40:45,918,484,43,36,Critical
2026-06-25 10:40:50,288,121,30,70,Safe
2026-06-25 10:40:55,773,146,21,31,Warning
2026-06-25 10:41:00,372,237,38,35,Warning
2026-06-25 10:41:05,744,588,43,48,Critical
2026-06-25 10:41:10,440,221,29,72,Warning
2026-06-25 10:41:15,582,416,43,54,High Risk
2026-06-25 10:41:20,725,556,30,35,High Risk
2026-06-25 10:41:25,109,222,36,95,Warning
2026-06-25 10:41:30,220,558,26,91,High Risk
2026-06-25 10:41:35,535,107,21,58,Warning
2026-06-25 10:41:40,403,63,42,73,Warning
2026-06-25 10:41:45,209,510,38,78,Warning
2026-06-25 10:41:50,184,226,21,49,Safe
2026-06-25 10:41:55,240,59,32,92,Safe
2026-06-25 10:42:00,527,582,28,66,High Risk
2026-06-25 10:42:05,611,297,43,55,High Risk
2026-06-25 10:42:10,794,113,36,77,Warning
2026-06-25 10:42:15,815,306,31,75,High Risk
2026-06-25 10:42:20,342,423,27,93,High Risk
2026-06-25 10:42:25,287,507,35,37,High Risk
2026-06-25 10:42:30,303,84,25,48,Safe
2026-06-25 10:42:35,358,100,23,84,Safe
2026-06-25 10:42:40,985,243,31,72,High Risk
2026-06-25 10:42:45,682,177,23,59,Warning
2026-06-25 10:42:50,57,52,34,30,Safe
2026-06-25 10:42:55,291,170,44,81,Warning
2026-06-25 10:43:00,337,333,42,61,Warning
2026-06-25 10:43:05,593,166,32,58,Warning
2026-06-25 10:43:10,362,78,40,72,Safe
2026-06-25 10:43:15,292,392,43,73,High Risk
2026-06-25 10:43:20,140,90,20,52,Safe
2026-06-25 10:43:25,730,392,22,68,High Risk
2026-06-25 10:43:30,102,474,30,68,Warning
2026-06-25 10:43:35,201,283,22,63,Safe
2026-06-25 10:43:40,752,242,36,68,High Risk
2026-06-25 10:43:45,637,478,29,90,High Risk
2026-06-25 10:43:50,435,474,39,61,Warning
2026-06-25 10:43:55,759,517,27,74,Critical
2026-06-25 10:44:00,371,598,42,95,Critical
2026-06-25 10:44:05,57,71,23,43,Safe
2026-06-25 10:44:10,879,356,44,46,Critical
2026-06-25 10:44:15,833,543,25,80,Critical
2026-06-25 10:44:20,727,411,32,30,High Risk
2026-06-25 10:44:25,81,546,45,95,High Risk
2026-06-25 10:44:30,350,496,44,81,High Risk
2026-06-25 10:44:35,864,313,41,84,High Risk
2026-06-25 10:44:40,458,526,20,81,High Risk
2026-06-25 10:44:45,871,366,34,54,High Risk
2026-06-25 10:44:50,144,437,35,39,Warning
2026-06-25 10:44:55,120,116,41,63,Safe
2026-06-25 10:45:00,725,64,39,54,Warning
2026-06-25 10:45:05,387,489,38,60,Warning
2026-06-25 10:45:10,395,351,28,58,Warning
2026-06-25 10:45:15,517,148,25,92,Warning
2026-06-25 10:45:20,906,498,35,61,High Risk
2026-06-25 10:45:25,635,526,26,73,High Risk
2026-06-25 10:45:30,934,136,30,43,Warning
2026-06-25 10:45:35,557,129,30,46,Warning
2026-06-25 10:45:40,376,268,26,57,Warning
